Agency,MMR Goal,Critical,Performance Indicator,FY12,FY13,FY14,FY15,FY16,TGT16,TGT17,Desired direction,5yr trend
DDC,1a,FALSE,Lane miles reconstructed,28.0,51.8,42.6,20.4,16.7,6.0,20.4,Neutral,Down
DOHMH,2a,FALSE,Adults who consume one or more sugar-sweetened beverages per day (%) (CY),29.9%,28.2%,23.3%,22.5%,23.7%,21.2%,20.8%,Down,Down
DSNY,3a,TRUE,Curbside and containerized recycling diversion rate (%),15.1%,15.1%,15.4%,16.0%,16.9%,19.0%,21.0%,Up,Up
NYPL,1a,TRUE,Library card holders (000),"1,985","2,210","2,302","2,230","2,060","2,350","2,100",Up,Neutral
NYPL,2a,FALSE,Program sessions,"1,983","1,741","1,501","1,953","2,060","2,010","2,100",Up,Neutral
LAW,1b,TRUE,Cases pending in state court,"17,020","17,884","19,039","20,059","21,452","21,000","21,500",Down,Up
BPL,1a,FALSE,Computer sessions (000),"2,288","2,270","2,152","2,188","2,164","2,167","2,188",Up,Neutral
SCA,1a,TRUE,New schools and additions constructed,14,19,11,52,29,39,22,Neutral,Up
DOE,1a,TRUE,Average class size - Kindergarten (end of January) (Audited),22.8,23.1,22.8,22.9,22.6,22.8,22.1,Down,Neutral
NYPL,1a,TRUE,Circulation (000),"28,278","25,949","24,722","23,296","22,723","23,300","22,100",Up,Down
DOE,2b,TRUE,Students in special education scoring below standards progressing into a higher level  - English Language Arts (%),32.0%,3.4%,6.7%,16.4%,21.7%,20.0%,22.7%,Up,Down
DSNY,3a,FALSE,Recycled tons per day,"2,065","2,058","2,088","2,197",NA,"2,270","2,270",Up,NA
CCHR,1a,TRUE,- Cases closed (%) - settlement,26%,20%,26%,22%,27%,23%,23%,Up,Neutral
NYCHA,1b,TRUE,Average time to resolve emergency service requests (hours),7.5,13.6,11.0,14.7,13.1,24.0,24.0,Down,Up
NYCHA,1b,TRUE,Average time to resolve heat service requests (hours),11.9,19.8,13.6,19.0,17.3,24.0,24.0,Down,Up
DOHMH,2a,FALSE,Adults who are obese (%) (CY),23.7%,24.2%,23.4%,24.7%,24.1%,24.2%,24.0%,Down,Neutral
DOE,1a,TRUE,- Grade 1,23.9,24.6,25.1,24.9,24.9,25.1,24.4,Down,Neutral
DOE,1a,TRUE,- Grade 2,24.2,24.7,25.3,25.3,25.2,25.3,24.7,Down,Neutral
DOF,2b,TRUE,Average turnaround time for in-person parking ticket hearings (minutes),18,19,25,19,14,25,25,Down,Down
DDC,1a,TRUE,Active construction projects: Difference between projected and scheduled duration (%),1.9%,1.9%,2.4%,1.9%,-2.7%,2.5%,2.5%,Down,Down
NYPL,2a,FALSE,Libraries open seven days per week (%),25%,25%,25%,25%,25%,25%,25%,Up,Neutral
CCHR,2a,FALSE,School-based training sessions conducted,401,392,272,326,79,250,250,Up,Down
DOT,2a,TRUE,Speed humps installed,184,300,274,382,395,250,250,Up,Up
DYCD,1b,FALSE,Runaway and homeless youth served - transitional independent living beds,341,332,355,361,519,250,250,Neutral,Up
OATH,1a,TRUE,Average time for the OATH Trials Division to issue decisions after records closed (business days),13.4,13.9,15.2,7.5,5.4,25.0,25.0,Down,Down
DSNY,1b,TRUE,Vacant lot cleaning requests,NA,"3,056","2,539","2,367","2,779","2,500","2,500",Neutral,NA
EDC,3b,TRUE,- Projected three-year job growth associated with closed contracts,"1,452","5,348","12,238","10,822","3,639","2,500","2,500",Up,Up
LAW,1b,FALSE,- Cases pending on trial calendar,NA,"2,256","2,260","2,255","2,425","2,300","2,500",Neutral,NA
NYCEM,1b,TRUE,Participants at instructor-led emergency management training sessions,"2,815","1,596","2,555","2,783","3,430","2,000","2,500",Up,Up
DCAS,1d,TRUE,City employees/participants attending training sessions,"15,177","17,085","20,252","25,989","40,586","25,000","25,000",Up,Up
SBS,2a,TRUE,Workforce1 systemwide job placements and promotions,"30,900","28,166","36,097","26,952","28,455","25,000","25,000",Up,Neutral
DOE,1a,TRUE,- Grade 3,24.5,25.2,25.5,25.6,25.7,25.5,25.2,Down,Neutral
ACS,2a,TRUE,EarlyLearn - Average center-based enrollment,NA,"25,548","24,068","23,077","23,396","25,311","25,311",Up,NA
DOE,1a,TRUE,- Grade 4,25.3,25.5,25.9,26.1,26.1,25.9,25.6,Down,Neutral
DOE,1a,TRUE,- Grade 5,25.8,25.9,26.0,26.0,26.3,26.0,25.8,Down,Neutral
DOP,2a,TRUE,Adult probationers arrested citywide as a percentage of the NYPD arrest report (monthly average),2.6%,2.8%,2.9%,3.1%,3.3%,2.6%,2.6%,Down,Up
DORIS,1a,FALSE,Records preserved and digitized,"241,515","121,955","101,033","10,651,475","7,422,426","260,000","260,000",Up,Up
NYPL,1a,FALSE,Wireless sessions,"1,690,842","2,792,196","2,424,966","1,644,366","2,650,115","2,450,000","2,600,000",Up,Up
DOE,1a,TRUE,- Grade 6,27.0,26.8,26.6,26.4,26.7,26.6,26.2,Down,Neutral
DFTA,1b,FALSE,Average daily attendance at senior centers,"25,337","24,257","23,983","27,812","29,682","26,342","26,342",Up,Up
DOE,1a,TRUE,- Grade 7,27.2,27.6,27.1,27.3,27.1,27.1,26.6,Down,Neutral
DOE,1a,TRUE,- Grade 8,27.4,27.6,27.8,27.3,27.4,27.8,26.9,Down,Neutral
ACS,1e,TRUE,Children in care 12-23 months discharged to permanency (%),19.4%,19.6%,21.5%,20.1%,24.4%,21.0%,27.0%,Up,Up
ACS,1e,TRUE,Children in care 24 or more months discharged to permanency (%),22.4%,23.8%,23.2%,23.2%,24.9%,25.0%,27.0%,Up,Neutral
DCAS,5b,TRUE,"Cumulative estimated avoided energy cost from all energy projects ($000,000)",$2.15,$4.27,$7.06,$19.52,$26.08,$24.92,$27.22,Up,Up
DEP,1b,TRUE,Facility security checks,"263,436","275,098","289,759","278,439","293,199","263,000","275,000",Up,Neutral
DCA,1a,TRUE,Median complaint processing time (days),17,21,20,27,28,28,28,Down,Up
DOF,1b,TRUE,Average time to issue a property tax refund (days),26,27,37,24,24,28,28,Down,Neutral
HPD,5a,FALSE,Average customer in-person wait time (minutes),29,30,43,36,27,29,29,Down,Neutral
DFTA,2b,TRUE,Total recipients of home care services,"2,861","2,835","3,250","2,928","3,826","2,900","2,900",Up,Up
DOE,3b,FALSE,Percent of high school cohort taking at least 1 AP exam in 4 years of high school,21.1%,23.9%,26.1%,28.1%,NA,27.1%,29.1%,Up,NA
NYCHA,2a,TRUE,Active capital projects on schedule (%),29.1%,24.3%,32.3%,24.4%,64.4%,29.1%,29.1%,Up,Up
BPL,1a,FALSE,Libraries open seven days per week (%),3%,3%,3%,3%,8%,3%,3%,Up,Up
QPL,1a,FALSE,Libraries open seven days per week (%),3%,5%,5%,3%,3%,5%,3%,Up,Down
DOHMH,5a,TRUE,Average response time for birth certificates by mail/online (days),3.0,4.3,1.2,1.3,1.8,4.0,3.0,Down,Down
DOHMH,5a,TRUE,Average response time for death certificates by mail/online (days),4.1,5.2,1.9,1.7,2.0,4.0,3.0,Down,Down
DoITT,1b,TRUE,Average time to resolve all service incidents (days),1.5,1.8,1.2,1.3,1.6,3.0,3.0,Down,Neutral
DoITT,1b,FALSE,Average time to resolve service incidents - Medium (days),1.6,1.4,1.0,1.0,1.2,3.0,3.0,Down,Down
DORIS,2c,TRUE,Average time for Law Department to approve records disposal application (months),1.6,2.4,1.6,0.8,2.8,3.0,3.0,Down,Up
DOT,1c,TRUE,Average time to repair priority regulatory signs after notification (business days),1.9,2.2,1.8,1.8,1.8,3.0,3.0,Down,Neutral
DDC,1a,FALSE,Average cost change for all completed consultant design and construction supervision projects (excluding programmatic scope changes) (%),1.1%,2.0%,2.7%,2.6%,8.4%,3.0%,3.0%,Down,Up
DDC,1a,TRUE,Average cost change for all completed construction projects (excluding programmatic scope changes) (%),1.0%,1.8%,2.1%,2.0%,8.8%,3.0%,3.0%,Down,Up
DOP,2a,TRUE,Adult probationer rearrest rate (monthly average) (%),3.0%,3.1%,3.2%,3.1%,3.4%,3.0%,3.0%,Down,Up
DOP,2a,TRUE,Juvenile probationer rearrest rate (monthly average) (%),2.9%,2.7%,3.5%,3.9%,4.8%,3.0%,3.0%,Down,Up
DOP,2a,TRUE,Average monthly violation rate for juvenile probationers (%),2.8%,2.7%,3.0%,2.7%,3.0%,3.0%,3.0%,Down,Neutral
BIC,1b,TRUE,Waste hauling applications pending,419,331,523,762,600,300,300,Down,Up
CCHR,1a,TRUE,Average age of complaint caseload (days),335,314,297,250,340,300,300,Down,Neutral
DOI,1a,TRUE,Written policy and procedure recommendations to City agencies,374,564,280,370,693,300,300,Neutral,Up
DOI,2a,FALSE,Average time to complete a background investigation (from investigation start date) (days),313,266,230,188,239,300,300,Down,Down
DOI,2a,TRUE,Average time to complete a background investigation (from date of receipt) (days),399,356,319,275,351,300,300,Down,Down
EDC,3b,TRUE,- Projected three-year job growth associated with closed contracts,12,491,307,211,321,300,300,Up,Up
HRA,4a,TRUE,Average days to initiate home attendant and housekeeper services for all cases,33.1,27.5,14.1,24.6,20.4,30.0,30.0,Down,Down
NYCHA,1c,TRUE,Average turnaround days for vacant apartments,40.0,60.3,77.9,58.1,50.0,30.0,30.0,Down,Up
OCME,4a,FALSE,Median days to complete analysis of a DNA case,88.0,138.0,92.0,92.0,45.0,30.0,30.0,Down,Down
OCME,4a,TRUE,"Median time to complete DNA homicide cases, from evidence submission to report (days)",111.0,161.0,100.0,62.0,39.0,30.0,30.0,Down,Down
OCME,4a,TRUE,"Median time to complete DNA sexual assault cases, from evidence submission to report (days)",46.0,89.0,59.0,50.0,36.0,30.0,30.0,Down,Down
OCME,4a,TRUE,"Median time to complete DNA property crime cases, from evidence submission to report (days)",68.0,139.0,119.0,188.0,57.0,30.0,30.0,Down,Neutral
ACS,1d,TRUE,Children entering foster care who are placed with relatives (%)(preliminary),27.1%,26.6%,25.7%,28.0%,26.5%,30.0%,30.0%,Up,Neutral
DSNY,2a,TRUE,Tons of refuse disposed (000),"3,269.5","3,262.8","3,193.8","3,176.9","3,196.2","3,150.0","3,150.0",Down,Neutral
NYPL,1a,FALSE,Computer sessions (000),"3,052","3,093","3,306","3,287","3,214","3,290","3,180",Up,Neutral
DOF,1b,TRUE,Average time to issue a business tax refund (days),32,30,29,31,9,32,32,Down,Down
H + H,1a,TRUE,Emergency room revisits for pediatric asthma patients (%),3.7%,3.8%,2.9%,3.1%,3.2%,3.2%,3.2%,Down,Down
DOP,1b,TRUE,Juvenile delinquency cases eligible for adjustment (%),37.0%,34.0%,28.0%,31.0%,28.4%,32.0%,32.0%,Up,Down
DSNY,1b,TRUE,Lots cleaned citywide,"4,544","3,607","2,997","3,206","3,638","3,200","3,200",Neutral,Down
CUNY,1a,TRUE,Six-year systemwide graduation rate (%) - CUNY associate degree students,29.4%,30.1%,31.7%,30.5%,31.8%,31.0%,33.0%,Up,Neutral
ACS,2a,TRUE,Average EarlyLearn contract enrollment,"45,310","30,096","30,422","30,079","30,671","33,472","33,472",Up,Down
DCAS,4a,TRUE,Average number of bidders per bid,3.3,3.0,3.3,3.3,3.0,3.4,3.4,Neutral,Neutral
HRA,2a,TRUE,Cash assistance family cases participating in work or work-related activities per federal guidelines (official federal fiscal year-to-date average) (%),34.2%,34.1%,33.9%,34.1%,NA,34.0%,34.0%,Up,NA
NYPL,1a,FALSE,Electronic visits to website (000),"32,307","32,844","32,722","30,852","29,849","30,850","34,000",Up,Neutral
DYCD,4a,FALSE,Fiscal audits conducted,340,310,305,290,344,345,345,Neutral,Neutral
ACS,1e,TRUE,Children discharged to permanency within a year of placement (%),36.3%,33.2%,32.6%,30.9%,32.0%,34.0%,35.0%,Up,Down
TLC,1b,TRUE,Medallion safety and emissions failure rate  - Initial inspection (%),33.5%,32.7%,33.0%,30.9%,28.2%,35.0%,35.0%,Down,Down
QPL,1a,FALSE,Computer sessions (000),"3,277","3,111","3,211","2,985","3,040","3,300","3,500",Up,Neutral
DOE,3a,FALSE,Percent of high school cohort who graduate ready for college and careers,28.6%,31.4%,32.6%,34.6%,NA,33.6%,35.6%,Up,NA
DEP,4b,FALSE,"Total revenue collected ($000,000)","$3,139.8","$3,374.6","$3,612.3","$3,808.9","$3,852.6","$3,687.0","$3,693.4",Up,Up
DOE,1b,FALSE,School-based workshops offered to parents (000),20,33,31,39,41,25,37,Up,Up
ACS,1c,TRUE,Children placed in foster care in their community,33.5%,33.4%,33.3%,36.9%,36.0%,37.0%,37.0%,Up,Up
DOE,1a,TRUE,- Math (%),60.0%,29.6%,34.2%,35.2%,36.4%,36.2%,37.4%,Up,Down
DOHMH,1a,FALSE,Male condoms distributed (000),"36,108","37,561","38,146","36,604","35,666","37,828","37,828",Neutral,Neutral
NYPL,2a,TRUE,Total library attendance (000),"3,375","3,451","3,630","3,679","3,744","3,720","3,800",Up,Up
SBS,3a,TRUE,City block faces receiving supplemental sanitation services through BIDs,"1,468","1,468","1,480","3,562","3,600","3,800","3,800",Up,Up
DOE,1a,TRUE,Students in grades 3 to 8 meeting or exceeding standards - English language arts (%),46.9%,26.4%,28.4%,30.4%,38.0%,31.4%,39.0%,Up,Down
DCA,2a,TRUE,Basic license application - Average processing time (days),5,2,3,2,2,4,4,Down,Down
DOB,1b,FALSE,Average days to complete first plan review (Borough offices) - Minor renovation (Alterations II and III),3.9,4.2,3.8,4.1,3.2,4.0,4.0,Down,Down
CCRB,1a,TRUE,Full investigations as a percentage of total cases closed (%),31%,32%,32%,39%,38%,40%,40%,Up,Up
DOHMH,7a,FALSE,Letters responded to in 14 days (%),31%,21%,30%,36%,60%,40%,40%,Up,Up
HPD,1b,TRUE,Violations issued and removed in the same fiscal year (%),43%,41%,38%,38%,45%,40%,40%,Up,Neutral
LAW,2a,FALSE,Crime victims referred for community-based services (%),44%,36%,46%,50%,53%,40%,40%,Up,Up
DOI,1a,TRUE,Corruption prevention and whistleblower lectures conducted,478,611,535,378,408,400,400,Up,Down
DOB,2a,TRUE,Average time to respond to Priority B complaints (days),41.1,48.5,34.6,38.4,42.8,40.0,40.0,Down,Neutral
QPL,1a,FALSE,Reference queries (000),"4,720","4,360","4,351","2,955","3,443","4,000","4,000",Up,Down
CCHR,2a,FALSE,Community-based technical assistance,"17,297","22,537","53,426","56,016","34,305","40,000","40,000",Up,Up
DOT,1a,TRUE,Bridges rated - Good or very good (%) (calendar year),41.2%,41.4%,42.0%,42.1%,41.9%,40.7%,40.7%,Up,Neutral
FDNY,1b,TRUE,Average response time to structural fires (FDNY dispatch and travel time only) (minutes:seconds),4:01,4:06,4:08,4:11,4:11,4:10,4:12,Down,Neutral
CCHR,1a,FALSE,Cases pending by age - less than one year,358,467,496,505,837,414,414,Down,Up
ACS,1c,TRUE,"Children maltreated during family foster care placement per 100,000 care days",3.9,3.9,3.1,4.0,5.2,4.2,4.2,Down,Up
DOHMH,2b,TRUE,"Infant mortality rate (per 1,000 live births) (CY)",4.7,4.7,4.6,4.2,4.3,4.2,4.2,Down,Down
DCAS,3a,TRUE,Lease revenue generated ($000),"$66,900","$69,602","$64,979","$55,484","$52,419","$42,077","$42,077",Neutral,Down
DOE,2b,TRUE,Students with disabilities in cohort graduating from high school in 4 years (%) (NYSED),30.5%,37.5%,40.5%,41.1%,NA,37.5%,42.1%,Up,NA
FDNY,2a,TRUE,Average response time to life-threatening medical emergencies by fire companies (FDNY dispatch and travel time only) (minutes:seconds),4:11,4:16,4:21,4:27,4:32,4:19,4:35,Down,Neutral
DHS,3b,TRUE,Single adults who exited to permanent housing and returned to the DHS shelter services system within one year (%),3.9%,4.5%,4.4%,3.6%,3.2%,4.4%,4.4%,Down,Down
DOB,2a,TRUE,Residential illegal conversion complaints where access was obtained (%),46.4%,41.6%,44.1%,40.5%,38.4%,44.0%,44.0%,Up,Down
BPL,1a,FALSE,Wireless sessions,"149,304","297,661","412,437","424,463","510,172","428,708","441,569",Up,Up
DOB,1c,TRUE,Average wait time for a construction inspection (days),NA,4.7,3.4,3.6,3.8,4.5,4.5,Down,NA
OCME,4a,TRUE,Median time to complete toxicology cases (days),60.0,55.0,29.0,31.0,56.0,45.0,45.0,Down,Down
TLC,1b,TRUE,FHV safety and emissions failure rate  - Initial inspection (%),45.5%,44.9%,40.6%,36.2%,33.2%,45.0%,45.0%,Down,Down
DCA,1a,FALSE,Restitution awarded ($000),"$5,486","$7,223","$3,588","$6,189","$3,472","$4,500","$4,500",Neutral,Down
NYCHA,3a,TRUE,Emergency Transfer Program disposition time (days),44.18,54.25,45.91,48.17,39.60,45.00,45.00,Down,Down
QPL,1a,TRUE,Average weekly scheduled hours,39.6,39.6,39.6,40.2,46.3,44.0,45.6,Up,Up
DSNY,2a,TRUE,Trucks dumped on shift (%),48.1%,47.2%,43.5%,44.6%,45.8%,45.6%,45.6%,Up,Neutral
DFTA,2b,FALSE,Hours of case management services provided,"398,013","443,404","458,432","456,838","534,769","462,112","462,112",Up,Up
SBS,4a,TRUE,Total Minority and Women-owned Business Enterprises certified,"3,526","3,700","3,783","4,115","4,516","4,238","4,651",Up,Up
NYPL,1a,FALSE,Computers for public use,"4,026","4,026","4,180","4,530","4,647","4,530","4,660",Up,Up
DCAS,3a,TRUE,- Revenue generated from auto auctions ($000),"$4,997","$7,630","$7,957","$6,254","$9,770","$7,992","$4,692",Neutral,Up
SBS,1a,TRUE,Unique businesses receiving financing awards facilitated by NYC Business Solutions,588,"1,053",440,735,432,470,470,Up,Down
DOE,3b,FALSE,Percent of students who successfully completed approved rigorous courses or assessments,40.0%,44.0%,46.0%,46.0%,NA,46.0%,47.0%,Up,NA
CCHR,1a,FALSE,Caseload,474,583,567,667,"1,318",474,474,Neutral,Up
DYCD,1a,FALSE,Calls to Youth Connect,"34,609","36,867","34,191","47,281","55,538","48,000","48,000",Up,Up
BPL,1a,FALSE,Reference queries (000),"3,190","3,525","4,053","4,406","4,008","4,759","4,806",Up,Up
H + H,1c,TRUE,General care average length of stay (days),4.7,5.0,5.0,5.1,5.2,4.9,4.9,Down,Neutral
BPL,1a,TRUE,Average weekly scheduled hours,43.5,43.5,42.0,45.0,49.3,45.3,49.7,Up,Up
DCLA,1a,TRUE,Average days to issue final CDF payments,4,4,5,4,4,5,5,Down,Neutral
DEP,7a,FALSE,Average customer in-person wait time (minutes),5,7,7,6,5,5,5,Down,Neutral
DoITT,4a,FALSE,LinkNYC kiosks in violation (%),NA,NA,NA,NA,0%,5%,5%,Down,NA
DOB,1c,TRUE,Average wait time for a plumbing inspection (days),NA,5.1,4.5,4.5,3.8,5.0,5.0,Down,NA
DOT,1b,TRUE,Average time to close a pothole work order where repair was done (calendar days),2.3,1.4,5.6,5.6,3.2,5.0,5.0,Down,Up
H + H,1a,FALSE,Calendar days to third next available new appointment - pediatric medicine,NA,NA,NA,6.5,5.0,5.0,5.0,Down,NA
DEP,3a,TRUE,WWTPs - Critical equipment out-of-service (% below minimum),3.0%,3.1%,1.9%,2.5%,2.1%,5.0%,5.0%,Down,Down
DEP,4a,TRUE,Estimated bills (%),6.8%,4.9%,3.7%,3.2%,3.0%,5.0%,5.0%,Down,Down
H + H,1a,TRUE,Emergency room revisits for adult asthma patients (%),5.4%,6.0%,6.2%,6.1%,6.2%,5.0%,5.0%,Down,Up
DCA,1a,FALSE,Complaints processed within 0-28 days (%),NA,NA,NA,51%,51%,*,50%,Up,NA
DCP,4a,FALSE,Letters responded to in 14 days (%),52%,44%,44%,64%,72%,50%,50%,Up,Up
DOB,4b,FALSE,Percent meeting time to first action - Elevator - Defective/Not Working (60 days),50%,49%,51%,48%,57%,50%,50%,Neutral,Up
DYCD,3c,FALSE,Participants achieving positive outcomes in immigration assistance programs (%),51%,53%,58%,59%,58%,50%,50%,Up,Up
ACS,1e,FALSE,Median length of stay in foster care before child is adopted (months),53.2,54.1,55.1,53.3,50.5,50.0,50.0,Down,Neutral
DOT,2a,TRUE,"Roadway safety markings installed (000,000) (linear feet)",30.9,27.1,28.4,45.2,45.2,50.0,50.0,Up,Up
DOT,3a,FALSE,Bicycle lane miles installed,25.8,51.9,65.9,51.2,53.9,50.0,50.0,Up,Up
NYPL,1a,TRUE,Average weekly scheduled hours,46.6,46.6,46.6,46.6,50.0,50.0,50.0,Up,Neutral
TLC,1e,TRUE,Average time to close a consumer complaint (calendar days): Medallion,38.0,47.0,52.0,43.8,29.8,50.0,50.0,Down,Down
TLC,1e,TRUE,Average time to close a consumer complaint (calendar days): FHV,54.4,56.1,55.0,46.3,39.5,50.0,50.0,Down,Down
DOE,1b,FALSE,Phone calls responded to by parent coordinator or parent engagement designee (000),"1,792","3,682","3,910","5,458","6,060","1,500","5,000",Up,Up
QPL,1a,FALSE,Wireless sessions,"119,606","112,621","346,782","453,555","477,230","475,000","500,000",Up,Up
DDC,1a,FALSE,Water mains (new and replaced) (miles),31.5,38.2,31.8,34.6,34.3,18.0,50.1,Neutral,Neutral
DYCD,3b,FALSE,Participants in DYCD-funded English literacy programs,"4,647","4,643","4,306","4,068","6,003","5,100","5,100",Neutral,Up
NYPL,2a,TRUE,Average weekly scheduled hours,46.8,46.8,46.8,46.8,51.3,51.3,513.0,Up,Neutral
BPL,1a,FALSE,Program sessions,"43,375","38,247","41,094","47,100","64,539","49,982","51,481",Up,Up
NYPL,2a,FALSE,Reference queries (000),348,406,467,506,514,510,515,Up,Up
HPD,5a,FALSE,Letters responded to in 14 days (%),49%,53%,49%,47%,53%,52%,52%,Up,Neutral
DCLA,1c,TRUE,MFTA transactions,"5,550","5,653","5,995","6,021","6,376","5,300","5,300",Up,Up
EDC,1a,TRUE,"Private investment leveraged on the sale/long-term lease of City-owned property ($000,000)",$432.3,$331.2,"$6,020.5","$2,003.3","$1,213.6",$582.0,$534.0,Up,Up
SBS,1a,TRUE,Financing awards to businesses facilitated by NYC Business Solutions,683,"1,200",518,805,567,540,540,Up,Down
